Name,Alias,Nuttin
81104080,Pension Schemes I&E Reserve - C/f balances (Balance Sheet),
81104081,Pensions accumulated i&e account c/f Adj - accounting policy change,
81104082,Pensions accumulated income and expenditure account c/f adjustment - MoG change,
81104083,Pensions accumulated income and expenditure account c/f adjustment - other,
81104084,Pensions accumulated income and expenditure account c/f,
81104090,LG Revaluation Reserve - C/f balances (Balance Sheet),
81104091,LG Reval Reserve - c/f adjustment - accounting policy change,
81104092,LG Reval Reserve - c/f adjustment - MoG change,
81104093,LG Reval Reserve - c/f adjustment - other,
81104094,LG Reval Reserve - c/f,
81104095,LG Reval Reserve - c/f adjustment - IFRS restatement,x
81104100,LG IAS 19 Reserve - C/f balances (Balance Sheet),
81104101,LG IAS 19 Reserve - c/f adjustment - accounting policy change,
81104102,LG IAS 19 Reserve - c/f adjustment - MoG change,
81104103,LG IAS 19 Reserve - c/f adjustment - other,
81104104,LG IAS 19 Reserve  -c/f,
81104105,LG IAS 19 Reserve - c/f adjustment - IFRS restatement,x
81104110,LG Other Reserves - C/f balances (Balance Sheet),
81104111,LG Other Reserves - c/f adjustment - accounting policy change,
81104112,LG Other Reserves - c/f adjustment - MoG change,
81104113,LG Other Reserves - c/f adjustment - other,
81104114,LG Other Reserves - c/f,
81104115,LG Other Reserves - c/f adjustment - IFRS restatement,x
81105100,LG Adjustment to non current financial assets C/F Balances,x
81105101,LG Adjustment to non current loans,x
81105102,LG Adjustment to non current deposits,x
81105103,LG Adjustment to non current equity ,x
81105104,LG Adjustment to non current shares/equity in joint ventures & associates,x
81105105,LG Adjustment to non current shares held in subsidiaries,x
81105106,LG Adjustment to non current derivatives,x
81105107,LG Adjustment to non current other investments,x
81105200,LG Adjustment to current financial assets C/F Balances,x
81105201,LG Adjustment to current loans,x
81105202,LG Adjustment to current deposits,x
81105203,LG Adjustment to current equity ,x
81105206,LG Adjustment to current derivatives,x
81105207,LG Adjustment to current other investments,x
81105300,LG C/F balance of non current financial assets,x
81105301,LG C/F balance of non current loans,x
81105302,LG C/F balance of non current deposits,x
81105303,LG C/F balance of non current equity ,x
81105304,LG C/F balance of non current shares/equity in joint ventures & associates,x
81105305,LG C/F balance of non current shares held in subsidiaries,x
81105306,LG C/F balance of non current derivatives,x
81105307,LG C/F balance of non current other investments,x
81105400,LG C/F balance of current financial assets C/F Balances,x
81105401,LG C/F balance of current loans,x
81105402,LG C/F balance of current deposits,x
81105403,LG C/F balance of current equity ,x
81105406,LG C/F balance of current derivatives,x
81105407,LG C/F balance of current other investments,x
81106100,Current financial liabilities carried forward balances,x
81106110,C/F Financial guarantee contracts - bodies outside WGA boundary (current) ,x
81106111,C/FDerivatives - bodies outside WGA boundary (current) ,x
81106112,C/F Other financial liabilities - bodies outside WGA boundary (current) ,x
81106113,C/F Financial guarantee contracts - bodies within WGA boundary (current) ,x
81106114,C/F Derivatives - bodies outside WGA boundary (current) ,x
81106115,C/F Other financial liabilities - bodies outside WGA boundary (current) ,x
81106200,Current financial liabilities adjustment carried forward balances,x
81106210,Adjust c/f  Financial guarantee contracts - bodies outside WGA boundary (current) ,x
81106211,Adjust c/f Derivatives - bodies outside WGA boundary (current) ,x
81106212,Adjust c/f  Other financial liabilities - bodies outside WGA boundary (current) ,x
81106213,Adjust c/f  Financial guarantee contracts - bodies within WGA boundary (current) ,x
81106214,Adjust c/f  Derivatives - bodies outside WGA boundary (current) ,x
81106215,Adjust c/f  Other financial liabilities - bodies outside WGA boundary (current) ,x
81106300,Non-current financial liabilities adjustment carried forward balances,x
81106310,Adjust c/f  Financial guarantee contracts - bodies outside WGA boundary (non-current) ,x
81106311,Adjust c/f Derivatives - bodies outside WGA boundary (non-current) ,x
81106312,Adjust c/f  Other financial liabilities - bodies outside WGA boundary (non-current) ,x
81106313,Adjust c/f  Financial guarantee contracts - bodies within WGA boundary (non-current) ,x
81106314,Adjust c/f  Derivatives - bodies outside WGA boundary (non-current) ,x
81106315,Adjust c/f  Other financial liabilities - bodies outside WGA boundary (non-current) ,x
84000100,"Property, Plant & Equipment NBV - Owned",
84000101,"Property, Plant & Equipment NBV - Owned Dwellings",
84000102,"Property, Plant & Equipment NBV - Owned Buildings",
84000103,"Property, Plant & Equipment NBV - Owned Infrastructure",
84000104,"Property, Plant & Equipment NBV - Owned Single Use Military Equipment",
84000105,"Property, Plant & Equipment NBV - Owned Transport Equipment",
84000106,"Property, Plant & Equipment NBV - Owned Plant & Machinery",
84000107,"Property, Plant & Equipment NBV - Owned POA & assets under construction",
84000108,"Property, Plant & Equipment NBV - Owned Investment Properties",
84000109,"Property, Plant & Equipment NBV - Owned IT: Hardware & Equipment",
84000110,"Property, Plant & Equipment NBV - Owned IT: Internally Developed Software",
84000111,"Property, Plant & Equipment NBV - Owned Furniture and Fittings",
84000112,"Property, Plant & Equipment NBV - Owned Antiques & Works of Art",
84000113,"Property, Plant & Equipment NBV - Owned Cultivated Assets",
84000114,"Property, Plant & Equipment NBV - Owned Land",x
84000115,"Property, Plant & Equipment NBV - Owned Community Assets (LG only)",x
84000116,"Property, Plant & Equipment NBV - Owned Surplus Assets (LG only)",x
84000200,"Property, Plant & Equipment NBV - On B/S PFI",
84000201,"Property, Plant & Equipment NBV - On B/S PFI Dwellings",
84000202,"Property, Plant & Equipment NBV - On B/S PFI Buildings",
84000203,"Property, Plant & Equipment NBV - On B/S PFI Infrastructure",
84000204,"Property, Plant & Equipment NBV - On B/S PFI Single Use Military Equipment",
84000205,"Property, Plant & Equipment NBV - On B/S PFI Transport Equipment",
84000206,"Property, Plant & Equipment NBV - On B/S PFI Plant & Machinery",
84000207,"Property, Plant & Equipment NBV - On B/S PFI POA & assets under construction",
84000208,"Property, Plant & Equipment NBV - On B/S PFI Investment Properties",
84000209,"Property, Plant & Equipment NBV - On B/S PFI IT: Hardware & Equipment",
84000210,"Property, Plant & Equipment NBV - On B/S PFI IT: Internally Developed Software",
84000211,"Property, Plant & Equipment NBV - On B/S PFI Furniture and Fittings",
84000212,"Property, Plant & Equipment NBV - On B/S PFI Antiques & Works of Art",
84000213,"Property, Plant & Equipment NBV - On B/S PFI Cultivated Assets",
84000214,"Property, Plant & Equipment NBV - On B/S PFI Land",
84000215,"Property, Plant & Equipment NBV - On B/S PFI Community Assets (LG only)",x
84000216,"Property, Plant & Equipment NBV - On B/S PFI Surplus Assets (LG only)",x
84000300,"Property, Plant & Equipment NBV - Finance lease -",
84000301,"Property, Plant & Equipment NBV - Finance lease - Dwellings",
84000302,"Property, Plant & Equipment NBV - Finance lease - Buildings",
84000303,"Property, Plant & Equipment NBV - Finance lease - Infrastructure",
84000304,"Property, Plant & Equipment NBV - Finance lease - Single Use Military Equipment",
84000305,"Property, Plant & Equipment NBV - Finance lease - Transport Equipment",
84000306,"Property, Plant & Equipment NBV - Finance lease - Plant & Machinery",
84000307,"Property, Plant & Equipment NBV - Finance lease - POA & assets under construction",
84000308,"Property, Plant & Equipment NBV - Finance lease - Investment Properties",
84000309,"Property, Plant & Equipment NBV - Finance lease - IT: Hardware & Equipment",
84000310,"Property, Plant & Equipment NBV - Finance lease - IT: Internally Developed Software",
84000311,"Property, Plant & Equipment NBV - Finance lease - Furniture and Fittings",
84000312,"Property, Plant & Equipment NBV - Finance lease - Antiques & Works of Art",
84000313,"Property, Plant & Equipment NBV - Finance lease - Cultivated Assets",
84000314,"Property, Plant & Equipment NBV - Finance lease - Land",
84000315,"Property, Plant & Equipment NBV - Finance lease - Community Assets (LG only)",x
84000316,"Property, Plant & Equipment NBV - Finance lease - Surplus Assets (LG only)",x
84000400,"Property, Plant & Equipment NBV - Residual PFI interest",
84000401,"Property, Plant & Equipment NBV - Residual PFI int. - Dwellings",
84000402,"Property, Plant & Equipment NBV - Residual PFI int. - Buildings",
84000403,"Property, Plant & Equipment NBV - Residual PFI int. - Infrastructure",
84000404,"Property, Plant & Equipment NBV - Residual PFI int. - Single Use Military Equipment",
84000405,"Property, Plant & Equipment NBV - Residual PFI int. - Transport Equipment",
84000406,"Property, Plant & Equipment NBV - Residual PFI int. - Plant & Machinery",
84000407,"Property, Plant & Equipment NBV - Residual PFI int. - POA & assets under construction",
84000408,"Property, Plant & Equipment NBV - Residual PFI int. - Investment Properties",
84000409,"Property, Plant & Equipment NBV - Residual PFI int. - IT: Hardware & Equipment",
84000410,"Property, Plant & Equipment NBV - Residual PFI int. - IT: Internally Developed Software",
84000411,"Property, Plant & Equipment NBV - Residual PFI int. - Furniture and Fittings",
84000412,"Property, Plant & Equipment NBV - Residual PFI int. - Antiques & Works of Art",
84000413,"Property, Plant & Equipment NBV - Residual PFI int. - Cultivated Assets",
84000414,"Property, Plant & Equipment NBV - Residual PFI int. - Land",
84000415,"Property, Plant & Equipment NBV - Residual PFI int. - Community Assets (LG only)",x
84000416,"Property, Plant & Equipment NBV - Residual PFI int. - Surplus Assets (LG only)",x
84000600,"Property, Plant & Equipment NBV - Donated",
84000601,"Property, Plant & Equipment NBV - Donated - Dwellings",
84000602,"Property, Plant & Equipment NBV - Donated - Buildings",
84000603,"Property, Plant & Equipment NBV - Donated - Infrastructure",
84000604,"Property, Plant & Equipment NBV - Donated - Single Use Military Equipment",
84000605,"Property, Plant & Equipment NBV - Donated - Transport Equipment",
84000606,"Property, Plant & Equipment NBV - Donated - Plant & Machinery",
84000607,"Property, Plant & Equipment NBV - Donated - POA & assets under construction",
84000608,"Property, Plant & Equipment NBV - Donated - Investment Properties",
84000609,"Property, Plant & Equipment NBV - Donated - IT: Hardware & Equipment",
84000610,"Property, Plant & Equipment NBV - Donated - IT: Internally Developed Software",
84000611,"Property, Plant & Equipment NBV - Donated - Furniture and Fittings",
84000612,"Property, Plant & Equipment NBV - Donated - Antiques & Works of Art",
84000613,"Property, Plant & Equipment NBV - Donated - Cultivated Assets",
84000614,"Property, Plant & Equipment NBV - Donated - Land",
84000500,PP&E asset ownership,
84000501,"Property, Plant & Equipment NBV - Owned dwellings freehold",
84000502,"Property, Plant & Equipment NBV- Owned buildings freehold",
84000503,"Property, Plant & Equipment NBV- Owned land freehold",
84000504,"Property, Plant & Equipment NBV - Owned dwellings long leasehold",
84000505,"Property, Plant & Equipment NBV- Owned buildings long leasehold",
84000506,"Property, Plant & Equipment NBV- Owned land long leasehold",
84000507,"Property, Plant & Equipment NBV - Owned dwellings short leasehold",
84000508,"Property, Plant & Equipment NBV- Owned buildings short leasehold",
84000509,"Property, Plant & Equipment NBV- Owned land short leasehold",
81104200,Landfill Allowance - C/f balances (Balance Sheet),
81104204,Landfill allowance balance carried forward,
81104201,Adjustment to Landfill Allowance balance c/f - accounting policy change,
81104202,Adjustment to Landfill Allowance balance c/f - MoG change,
81104203,Adjustment to Landfill Allowance balance c/f - other,
81104120,Available for sale FI reserve,
81104121,Available for sale FI Reserve c/f adjustment - accounting policy change,
81104122,Available for sale FI Reserve c/f adjustment - MoG change,
81104123,Available for sale FI Reserve c/f adjustment - other,
81104124,Available for sale FI Reserve c/f,
82000000,Cash Flow adjustments,
82000001,Other items due to the Consolidated Fund,
82000002,Unwinding of discount charged to reserves,
82000003,Capital grant released to I&E but not netted off against amortisation,
82000004,Other non-cash transactions,
82000005,Movements in inventories/ WISC arising from revaluations & reclassifications,
82000006,Movements in receivables not passing through the I&E,
82000007,Movements in payables not passing through the I&E,
82000008,Adjustment to use of provisions,
82000009,Other pension adjustments,
82000010,Movement on non current asset accruals & payables,
82000011,Proceeds on sale of intangible assets,
82000012,Proceeds on sale of tangible non current assets,
82000013,Less movement on non current asset accruals & receivables,
82000014,non current assets investments additions,
82000015,Proceeds from sale of non current asset investments,
82000016,Loans made,
82000017,Repayment of loans,
82000018,From the Consolidated Fund (Supply)  prior year,
82000019,Advances from the Contingencies Fund,
82000020,Repayments to the Contingencies Fund,
82000021,Advances from the National Loans Fund,
82000022,Repayment of loans from the National Loans Fund,
82000023,Capital elements of payments in respect of finance leases & on-BS PFI contracts,
82000024,Loans  Other,
82000025,Net Cash requirement,
82000026,From the Consolidated Fund Supply  prior year,
82000027,Other movements,
82000028,Increase in provisions or reversals not charged to the I&E,
83000000,Grant in Aid (GiA) Accruals,
83000020,GiA accruals c/f - data for journal adjustment,
83000021,Accrued GiA (income) carried forward,
83000022,Accrued GiA (financing) carried forward,
83000023,Accrued GiA (government grant reserve) carried forward,
83000010,GiA accruals b/f - data for journal adjustment,
83000011,Accrued GiA (income) brought forward,
83000012,Accrued GiA (financing) brought forward,
83000013,Accrued GiA (government grant reserve) brought forward,
84000000,LA Cash Flow,
84000001,Deprecn & Impairmt of Fixed Assets- (non cash in I&E),x
84000002,Amortisatn of intangible Fixed Assets- (non cash in I&E),x
84000003,Amortisatn of Govt Grant and other Conts- (non cash in I&E),x
84000004,Grants funding REFCUS amortised/written off during year- (non cash in I&E),x
84000005,Deferred capital Grants written off in year- (non cash in I&E),x
84000006,Amortisation of Concessionary loan fair value reductions- (non cash in I&E),x
84000007,Net PFI debtor adjustments- (non cash in I&E),x
84000008,Pension Fund adjustments - (non cash in I&E),x
84000009,Impairment of loans & advances - (non cash in I&E),x
84000010,Impairment of investments Dr to I&E- (non cash in I&E),x
84000011,Gain/loss on derecgntn of loans & advs charged to service rev a/c- (non cash in I&E),x
84000012,Reductn in FV of Soft Loans from discounted interest rates- (non cash in I&E),x
84000013,Other non cash Financial Instrument adjustments- (non cash in I&E),x
84000014,Financial Guarantee adjustmts- (non cash in I&E),x
84000015,Provision for equal pay- (non cash in I&E),x
84000016,Provision for impairments/dful debts re loans & advs- (non cash in I&E),x
84000017,Contributions to Provisions- (non cash in I&E),x
84000018,Non-cash component of Trading Operation Results- (non cash in I&E),x
84000019,Surplus / (deficit) attributable to associates- (non cash in I&E),x
84000020,Surplus / (deficit) attributable to JV- (non cash in I&E),x
84000021,Other non-cash movement- (non cash in I&E),x
84000022,Interest & investmt income- (items separated on LA CF),x
84000023,Charged to service - changes in valuatn of Soft Loans - (items separated on LA CF),x
84000024,Interest payable & similar charges- (items separated on LA CF),x
84000025,Revenue Expenditure Funded Capital Under Statute- (items separated on LA CF),x
84000026,Gain/loss on the disposal of fixed assets- (items separated on LA CF),x
84000027,Gain/loss on the disposal of Investments- (items separated on LA CF),x
84000028,(Increase)/Decrease in Stock,x
84000029,(Increase)/Decrease in Debtors,x
84000030,Increase/(Decrease) in Creditors,x
84000031,Dividends recd from JV & associates,x
84000032,Interest paid- (cash outflows ROI & service of financing),x
84000033,Interest element of finance lease & PFI rental pymts - (cash outflows ROI & service of financing),x
84000034,Preference dividend pd to minority interest- (cash outflows ROI & service of financing),x
84000035,Interest received- (cash inflows ROI & service of financing),x
84000036,Dividends recd from investmts- (cash inflows ROI & service of financing),x
84000037,Taxation (Group Accounts only),x
84000038,Purchase of Fixed Assets- (cash outflows capital activities),x
84000039,Purchase of Long term investments- (cash outflows capital activities),x
84000040,Other Capital Cash Payments- (cash outflows capital activities),x
84000041,Sales of Fixed Assets- (cash inflows capital acitivites),x
84000042,Proceeds from Long Term Investments matured in year- (cash inflows capital acitivites),x
84000043,Capital Grants Received (from central government)- (cash inflows capital acitivites),x
84000044,Capital Grants Received (other contributions)- (cash inflows capital acitivites),x
84000045,Other Capital Cash Receipts- (cash inflows capital acitivites),x
84000046,Equity Dividends paid (Group Accounts Only),x
84000047,Investments in associates or JV- (cash outflows acq & disposals),x
84000048,Investments in Subsidiary Undertakings- (cash outflows acq & disposals),x
84000049,Net Cash acquired with subsidiary- (cash inflows acq & disposals),x
84000050,Sales of investments in assoc or JV- (cash inflows acq & disposals),x
84000051,Sales of investmts in subsidiary undertakings- (cash inflows acq & disposals),x
84000052,(Increase)/decrease in ST deposits- (Mngmt of liquid resources),x
84000053,Amts re Major Preceptors & NNDR- (Mngmt of liquid resources),x
84000054,(Increase)/decrease in oth liquid resources- (Mngmt of liquid resources),x
84000055,Repymts of amts borrowed- (cash outflows financing),x
84000056,Capital element of Finance lease rental pymts & PFI Payments- (cash outflows financing),x
84000057,Purchase/redemption of share capital- (cash outflows financing),x
84000058,Issue of Share Capital - (cash inflows financing),x
84000059,New loans raised- (cash inflows financing),x
84000060,New short term loans raised- (cash inflows financing),x
83100000,"Scottish LAs - Joint Boards (police, fire & passenger trans)",
83101001,Shr of Operating results of Scot Joint Boards (WGA bodies),
83101002,Shr of Exceptional items of Scot Joint Boards (WGA bodies),
83101003,Shr of Interest Payable of Scot Joint Boards (WGA bodies),
83101004,Gain/Loss on re-purchase or early settlement of borrowing- Scot JBs (WGA bodies),
83101005,Shr of Interest & Investment Income of Scot Joint Boards (WGA Bodies),
83101006,Shr of Pension Interest Cost of Scot Joint Boards (WGA bodies),
83101007,Shr of Expected Returns on Pension Assets of Scot Joint Boards (WGA bodies),
83101008,Shr of Taxation Cost of Scot Joint Boards (WGA bodies),
83101009,Shr of net assets of Scot Joint Boards (WGA bodies),
83101010,Shr of net liabilities of Scot Joint Boards (WGA bodies),
83101011,Contr to/frm General Fund with Reserves of Grp Entities - Scot JBs (WGA bodies),
83101012,Contr to/frm Reserves of Grp Entities with General Fund- Scot JBs (WGA bodies),
83101013,Cashflow: Surplus / (deficit) attributable to Scot Joint Boards (WGA bodies),
83210000,Highways Infrastructure Assets (HIA),x
83211000,HIA Carriageway,x
83211001,HIA Carriageway GRC estimate,x
83211002,HIA Carriageway depreciation estimate,x
83211003,HIA Carriageway DRC estimate,x
83211004,HIA Carriageway calculation basis - actual inventory,x
83211005,HIA Carriageway calculation basis - sample inventory,x
83211006,HIA Carriageway calculation basis - default values,x
83211007,HIA Carriageway calculation basis - combination,x
83212000,HIA Footways & cycletracks,x
83212001,HIA Footways & cycletracks GRC estimate,x
83212002,HIA Footways & cycletracks depreciation estimate,x
83212003,HIA Footways & cycletracks DRC estimate,x
83212004,HIA Footways & cycletracks calculation basis - actual inventory,x
83212005,HIA Footways & cycletracks calculation basis - sample inventory,x
83212006,HIA Footways & cycletracks calculation basis - default values,x
83212007,HIA Footways & cycletracks calculation basis - combination,x
83213000,HIA Structures,x
83213001,HIA Structures GRC estimate,x
83213002,HIA Structures depreciation estimate,x
83213003,HIA Structures DRC estimate,x
83213004,HIA Structures calculation basis - actual inventory,x
83213005,HIA Structures calculation basis - sample inventory,x
83213006,HIA Structures calculation basis - default values,x
83213007,HIA Structures calculation basis - combination,x
83214000,HIA Lighting,x
83214001,HIA Lighting GRC estimate,x
83214002,HIA Lighting depreciation estimate,x
83214003,HIA Lighting DRC estimate,x
83214004,HIA Lighting calculation basis - actual inventory,x
83214005,HIA Lighting calculation basis - sample inventory,x
83214006,HIA Lighting calculation basis - default values,x
83214007,HIA Lighting calculation basis - combination,x
83215000,HIA Traffic management,x
83215001,HIA Traffic management GRC estimate,x
83215002,HIA Traffic management depreciation estimate,x
83215003,HIA Traffic management DRC estimate,x
83215004,HIA Traffic management calculation basis - actual inventory,x
83215005,HIA Traffic management calculation basis - sample inventory,x
83215006,HIA Traffic management calculation basis - default values,x
83215007,HIA Traffic management calculation basis - combination,x
83216000,HIA Street furniture,x
83216001,HIA Street furniture GRC estimate,x
83216002,HIA Street furniture depreciation estimate,x
83216003,HIA Street furniture DRC estimate,x
83216004,HIA Street furniture calculation basis - actual inventory,x
83216005,HIA Street furniture calculation basis - sample inventory,x
83216006,HIA Street furniture calculation basis - default values,x
83216007,HIA Street furniture calculation basis - combination,x
83217000,HIA Land,x
83217001,HIA Land GRC estimate,x
83217003,HIA Land DRC estimate,x
83217004,HIA Land calculation basis - actual inventory,x
83217005,HIA Land calculation basis - sample inventory,x
83217006,HIA Land calculation basis - default values,x
83217007,HIA Land calculation basis - combination,x
83221000,Audit opinion,x
83221001,Audit opinion - Unqualified Opinion,x
83221002,Audit opinion - Qualified except for opinion: Limitation of Scope,x
83221003,Audit opinion - Qualified except for opinion: Disagreement,x
83221004,Audit opinion - Adverse Opinion,x
83221005,Audit opinion - Disclaimer of Opinion,x
83222000,PFI Additional Data,x
83222111,Schools: number of off-balance sheet PFI schemes,x
83222112,Schools: estimated capital value of off-balance sheet PFI schemes,x
83222113,Schools: number of on-balance sheet PFI schemes,x
83222121,Housing renovations: number of off-balance sheet PFI schemes,x
83222122,Housing renovations: estimated capital value of off-balance sheet PFI schemes,x
83222123,Housing renovations: number of on-balance sheet PFI schemes,x
83222131,Other >£500m: number of off-balance sheet PFI schemes,x
83222132,Other >£500m: estimated capital value of off-balance sheet PFI schemes,x
83222133,Other >£500m: number of on-balance sheet PFI schemes,x
83223000,Pooled budgets,x
83223001,Number of pool arrangements authority is involved in,x
83223002,Host authority includes pool within their accounts,x
83223003,Authority Stmt of Accounts originally included pool on gross basis,x
83223004,Pack still shows action required to change to net,x
83223005,Debtors relating to pools for shared services,x
83223006,Creditors relating to pools for shared services,x
83224000,Validations,x
83224001,Number of times pack validated,x
83225000,LG bodies with material financial instrument situations (>£50 million),x
83225001,Answered yes to reclassifying a financial asset worth >£50 million,x
83225002,Answered yes to derecognising a financial asset worth >£50 million,x
83225003,Answered yes to holding collateral worth >£50 million,x
83225004,Answered yes to impairing by credit losses without reducing asset carrying amt worth >£50 million,x
83225005,Answered yes to defaulting on loans payable worth >£50 million,x
83225006,Answered yes to breaching a loan agreement worth >£50 million,x
83226000,Cash and accrual breakdown of Local Govt grant income,x
83226100,Revenue grants (no deferred component),x
83226101,Housing Revenue Account Subsidy - b/f accrual ,x
83226102,Housing Revenue Account Subsidy - cash received,x
83226103,Housing Revenue Account Subsidy - c/f accrual,x
83226111,Council Tax Benefit: subsidy- b/f accrual,x
83226112,Council Tax Benefit: subsidy- cash received,x
83226113,Council Tax Benefit: subsidy- c/f accrual,x
83226121,Rent Allowance: subsidy - b/f accrual,x
83226122,Rent Allowance: subsidy - cash received,x
83226123,Rent Allowance: subsidy - c/f accrual,x
83226131,HRA Rent Rebates: subsidy - b/f accrual,x
83226132,HRA Rent Rebates: subsidy - cash received,x
83226133,HRA Rent Rebates: subsidy - c/f accrual,x
83226141,Non-HRA Rent Rebates: subsidy - b/f accrual,x
83226142,Non-HRA Rent Rebates: subsidy - cash received,x
83226143,Non-HRA Rent Rebates: subsidy - c/f accrual,x
83226151,Housing Benefit & Council Tax Benefit Admin Grant - b/f accrual,x
83226152,Housing Benefit & Council Tax Benefit Admin Grant - cash received,x
83226153,Housing Benefit & Council Tax Benefit Admin Grant - c/f accrual,x
83226161,Sure Start Grants - b/f accrual,x
83226162,Sure Start Grants - cash received,x
83226163,Sure Start Grants - c/f accrual,x
83226171,Learning and Skills Council Grant- b/f accrual,x
83226172,Learning and Skills Council Grant- cash received,x
83226173,Learning and Skills Council Grant- c/f accrual,x
83226200,Revenue grants with short term deferred component,x
83226201,Supporting People - b/f (deferred income from prior yr),x
83226202,Supporting People - in year addition,x
83226203,Supporting People - c/f unspent (deferred income),x
83226211,PFI Special Grant - b/f (deferred income from prior yr),x
83226212,PFI Special Grant - in year addition,x
83226213,PFI Special Grant - c/f unspent (deferred income),x
83226221,Dedicated Schools Grant- b/f (deferred income from prior yr),x
83226222,Dedicated Schools Grant- in year addition,x
83226223,Dedicated Schools Grant- c/f unspent (deferred income),x
83226231,Schools Standard Grant & Schools Standard Fund - b/f (deferred income from prior yr),x
83226232,Schools Standard Grant & Schools Standard Fund - in year addition,x
83226233,Schools Standard Grant & Schools Standard Fund - c/f unspent (deferred income),x
83226241,GLA Transport Grant - b/f (deferred income from prior yr),x
83226242,GLATransport Grant - in year addition,x
83226243,GLA Transport Grant - c/f unspent (deferred income),x
83226251,GLA General Grant - b/f (deferred income from prior yr),x
83226252,GLA General Grant - in year addition,x
83226253,GLA General Grant - c/f unspent (deferred income),x
83226300,Capital grants received during the year,x
83226301,Capital grant in yr addition from CLG- b/f accrual,x
83226302,Capital grant in yr addition from CLG- cash received,x
83226303,Capital grant in yr addition from CLG- c/f accrual,x
83226311,Capital grant in yr addition from DCSF- b/f accrual,x
83226312,Capital grant in yr addition from DCSF- cash received,x
83226313,Capital grant in yr addition from DCSF- c/f accrual,x
83226321,Capital grant in yr addition from BIS- b/f accrual,x
83226322,Capital grant in yr addition from BIS- cash received,x
83226323,Capital grant in yr addition from BIS- c/f accrual,x
83226331,Capital grant in yr addition from DEFRA- b/f accrual,x
83226332,Capital grant in yr addition from DEFRA- cash received,x
83226333,Capital grant in yr addition from DEFRA- c/f accrual,x
83226341,Capital grant in yr addition from DH- b/f accrual,x
83226342,Capital grant in yr addition from DH- cash received,x
83226343,Capital grant in yr addition from DH- c/f accrual,x
83226351,Capital grant in yr addition from DfT- b/f accrual,x
83226352,Capital grant in yr addition from DfT- cash received,x
83226353,Capital grant in yr addition from DfT- c/f accrual,x
83226361,Capital grant in yr addition from HO- b/f accrual,x
83226362,Capital grant in yr addition from HO- cash received,x
83226363,Capital grant in yr addition from HO- c/f accrual,x
83226361,Capital grant in yr addition from LSC- b/f accrual,x
83226362,Capital grant in yr addition from LSC- cash received,x
83226363,Capital grant in yr addition from LSC- c/f accrual,x
83226371,Capital grant in yr addition from other Govt bodies- b/f accrual,x
83226372,Capital grant in yr addition from other Govt bodies- cash received,x
83226373,Capital grant in yr addition from other Govt bodies- c/f accrual,x
86000000,Other financial instruments,x
86000100,Other current financial assets - valuation basis (with entities outside WGA boundary),x
86000101, Receivables - Loans & Receivables at amortised cost ,x
86000102, Deposits - Loans & Receivables at amortised cost ,
86000103, Loans - Loans & Receivables at amortised cost ,
86000104, Loans to overseas bodies - Loans & Receivables at amortised cost ,
86000105, Derivatives - Loans & Receivables at amortised cost ,
86000106, Other - Loans & Receivables at amortised cost ,
86000107, Liquid deposits ,x
86000111, Shares and equity type investments- Held to maturity investments at amortised cost ,
86000112, Deposits- Held to maturity investments at amortised cost ,
86000113, Loans- Held to maturity investments at amortised cost ,
86000114, Loans to overseas bodies- Held to maturity investments at amortised cost ,
86000115, Derivatives- Held to maturity investments at amortised cost ,
86000116, Other- Held to maturity investments at amortised cost ,
86000121, Shares and equity type investments- At fair value through the OCS (designated) ,x
86000122, Deposits- At fair value through the OCS (designated) ,x
86000123, Loans- At fair value through the OCS (designated) ,x
86000124, Loans to overseas bodies- At fair value through the OCS (designated) ,x
86000125, Derivatives- At fair value through the OCS (designated) ,x
86000126, Other- At fair value through the OCS (designated) ,x
86000131, Shares and equity type investments- Available for sale at fair value ,
86000133, Loans- Available for sale at fair value ,
86000134, Loans to overseas bodies- Available for sale at fair value ,
86000135, Derivatives- Available for sale at fair value ,
86000136, Other- Available for sale at fair value ,
86000141, Shares and equity type investments- Held for trading at fair value ,
86000143, Loans- Held for trading at fair value ,
86000144, Loans to overseas bodies- Held for trading at fair value ,
86000145, Derivatives- Held for trading at fair value ,
86000146, Other- Held for trading at fair value ,
86000151, Equity Investments - Unquoted equity at cost (LG only) ,x
86000152, Other - Unquoted equity at cost (LG only) ,x
86000200,Other non-current financial assets - valuation basis (with entities outside WGA boundary),
86000201, Launch fund investments - Loans & Receivables at amortised cost ,
86000202, Shares and equity type investments - Loans & Receivables at amortised cost ,
86000203, Deposits - Loans & Receivables at amortised cost ,
86000204, Loans - Loans & Receivables at amortised cost ,
86000205, Loans to overseas bodies - Loans & Receivables at amortised cost ,
86000206, IMF special drawing rights - Loans & Receivables at amortised cost ,
86000207, Receivables - Loans & Receivables at amortised cost ,x
86000208, Derivatives - Loans & Receivables at amortised cost ,
86000209, Other - Loans & Receivables at amortised cost ,
86000211, Launch fund investments- Held to maturity investments at amortised cost ,
86000212, Shares and equity type investments- Held to maturity investments at amortised cost ,
86000213, Deposits- Held to maturity investments at amortised cost ,
86000214, Loans- At fair value through the OCS (designated) ,x
86000215, Loans to overseas bodies- At fair value through the OCS (designated) ,x
86000216, IMF special drawing rights- At fair value through the OCS (designated) ,x
86000218, Derivatives- At fair value through the OCS (designated) ,x
86000219, Other- At fair value through the OCS (designated) ,x
